"","SITE_ID","YEAR","LANDAREA","PFOR","PWETL","PURB","PAGT","RDDENS","POPDENS","ELEV","PRECIP_M","SAMPLED.x","DATECHEM","TEAM_ID.x","SAMP_LOC","PHSTVL","PHSTVLF","COND","CONDF","ANC","ANCF","TURB","TURBF","TSS","TSSF","COLOR","COLORF","DOC","DOCF","DIC","DICF","PTL","PTLF","SE","SEF","CA","CAF","MG","MGF","NA.","NAF","K","KF","NH4","NH4F","SO4","SO4F","NO3","NO3F","CL","CLF","NTL","NTLF","ZN","ZNF","SIO2","SIO2F","H","OH","HCO3","CO3","ALKCALC","CATSUM","ANSUM","ANDEF","SOBC","IONSTR","BALANCE","ORGION","CONCAL","CONDHO","DAY_SHIP","COM_LAB","COM_FLD","COM_IM","VISIT_NO","SITENAME","STATE","SOURCE","PROB_SITE","INDEX_SAMPTYPE","INDXVIS_BENT","RT_WSA","ECOREGL3","ECOWSA9","HUC","XWIDTH","ABUNDTOT_OTU","ABUNDTOT","TOTLNIND","TOTLRICH","DOM1TAXA","DOM1PIND","DOM3PIND","DOM5PIND","HPRIME","SIMPSON","HBI","CHIRRICH","CHIRPTAX","CHIRPIND","EPHERICH","EPHEPTAX","EPHEPIND","PLECRICH","PLECPTAX","PLECPIND","TRICRICH","TRICPTAX","TRICPIND","EPT_RICH","EPT_PTAX","EPT_PIND","NOINRICH","NOINPTAX","NOINPIND","MOLLRICH","MOLLPTAX","MOLLPIND","ODONRICH","ODONPTAX","ODONPIND","MITERICH","MITEPTAX","MITEPIND","COLPRICH","COLPPTAX","COLPPIND","AMPHRICH","AMPHPTAX","AMPHPIND","OLLERICH","OLLEPTAX","OLLEPIND","COFIRICH","COFIPTAX","COFIPIND","COGARICH","COGAPTAX","COGAPIND","PREDRICH","PREDPTAX","PREDPIND","SCRPRICH","SCRPPTAX","SCRPPIND","SHRDRICH","SHRDPTAX","SHRDPIND","INTLRICH","INTLPTAX","INTLPIND","FACLRICH","FACLPTAX","FACLPIND","TOLRRICH","TOLRPTAX","TOLRPIND","TL01RICH","TL01PTAX","TL01PIND","TL23RICH","TL23PTAX","TL23PIND","TL45RICH","TL45PTAX","TL45PIND","TL67RICH","TL67PTAX","TL67PIND","TL89RICH","TL89PTAX","TL89PIND","CLNGRICH","CLNGPTAX","CLNGPIND","BURRRICH","BURRPTAX","BURRPIND","CLMBRICH","CLMBPTAX","CLMBPIND","SWIMRICH","SWIMPTAX","SWIMPIND","SPRLRICH","SPRLPTAX","SPRLPIND","TL03PIND","TL03PTAX","TL03RICH","TL05PIND","TL05PTAX","TL05RICH","TL07PIND","TL07PTAX","TL07RICH","EXOTRICH","EXOTPIND","EPHE_PT","INTL_PT","EPT_PT","BURR_PT","SCRP_PT","HPRI_PT","MMI_WSA","COMP_PT","DIVS_PT","FEED_PT","HABT_PT","RICH_PT","TOLR_PT","MMI_WSABEST","OE_5_3REG","DATE_COL","TEAM_ID.y","NINTRVL","SWIDTH","FLOW","FLOW_CFS","FLOWMETH","COMM_FLW","SAMPLED.y","XS_AREA"
"505","OWW04440-0841",2004,15.29,81.29,3.88,0.15,14.65,1.3,2.18,83,1.288,"Yes","09/02/2004",1,"K",6.97,"H5",75,"H11",236.4,"H11",7.52,"H5",1.9,"H15",0,"H6",1.57," ",2.96,"H53",14," ",0,"B",237.3," ",198.7," ",151.7," ",28.9,"H189",1.3," ",200.8,"H11",8.5,"H11",202.7,"H11",176," ",13.5," ",16.62," ",0.107,0.093,198.849,0.174,199,617.91,611.17,6.75,616.53,0.002,0.55,15.31,75.51,66.64,5," "," ","  ",1,"LOBANILLA CREEK","TX","WSA","Y","REACHWIDE","Y","B",35,"CPL",12010004,3.69,198,218,218,42,"CHIRONOMIDAE-POLYPEDILUM",11.274509804,27.941176471,39.215686275,3.2866015426,0.0503171857,5.6178899083,20,47.619047619,45.871559633,3,7.1428571429,4.128440367,1,2.380952381,0.4587155963,2,4.7619047619,2.2935779817,6,14.285714286,6.880733945,4,9.5238095238,10.091743119,0,0,0,2,4.7619047619,1.376146789,2,4.7619047619,4.5871559633,4,9.5238095238,11.009174312,0,0,0,1,2.380952381,4.5871559633,7,16.666666667,17.889908257,19,45.238095238,36.697247706,14,33.333333333,32.568807339,3,7.1428571429,7.7981651376,4,9.5238095238,13.302752294,5,11.904761905,5.504587156,31,73.80952381,77.064220183,5,11.904761905,16.513761468,1,2.380952381,0.4587155963,8,19.047619048,10.091743119,19,45.238095238,41.743119266,9,21.428571429,34.862385321,4,9.5238095238,11.926605505,14,33.333333333,39.908256881,13,30.952380952,28.440366972,2,4.7619047619,13.302752294,2,4.7619047619,0.9174311927,8,19.047619048,20.642201835,10.550458716,21.428571429,9,52.293577982,66.666666667,28,87.155963303,88.095238095,37,0,0,4.2857142857,4,3.1033056142,2.173839833,2.5,9.9796499556,43.404182814,8.7010037179,9.8615475893,3.75,4.6995884774,3.125,8.5722858,64.515709308,1.174991,"09/02/2004",NA,10,1.969008,0.06284,2.219,"VEL_DEPTH",".","Yes",1825.4673168
"506","OWW04440-0845",2004,51.65,68.03,0,0,2.07,0.36,0.09,2270,0.604,"Yes","09/15/2004",1,"F",6.92,"H6",536,"H9",4314.3," ",11.4,"H6",26.6,"H16",15,"H6",5,"H62",50.24,"H47",35," ",0,"B",3006.4," ",1875,"H187",962.7," ",56.7," ",0.4," ",1680,"H8",0,"B",50.8," ",338," ",49.2," ",10.98," ",0.12,0.083,3291.756,2.567,3294.06,5901.43,5025.19,876.24,5900.88,0.015,8.02,48.81,615.57,523.47,3," "," ","  ",1,"RIO NUTRIAS","NM","WSA","Y","REACHWIDE","Y","T",21,"WMT",13020102,1.264706,444,537,300,24,"LEPTOHYPHIDAE-TRICORYTHODES",58,68,77.2,1.8490014221,0.34992,4.9893333333,11,45.833333333,31.666666667,2,8.3333333333,49.333333333,0,0,0,2,8.3333333333,5.3333333333,4,16.666666667,54.666666667,3,12.5,2.6666666667,1,4.1666666667,1.3333333333,2,8.3333333333,3.3333333333,0,0,0,1,4.1666666667,0.6666666667,1,4.1666666667,1,1,4.1666666667,0.3333333333,3,12.5,16.333333333,10,41.666666667,70.666666667,9,37.5,24.333333333,3,12.5,6,4,16.666666667,51.666666667,2,8.3333333333,5.6666666667,16,66.666666667,83.333333333,6,25,11,0,0,0,3,12.5,7,8,33.333333333,55.333333333,10,41.666666667,34.666666667,3,12.5,3,9,37.5,10.666666667,4,16.666666667,22,5,20.833333333,7.3333333333,1,4.1666666667,1,10,41.666666667,65,7,12.5,3,62.333333333,45.833333333,11,97,87.5,21,0,0,0,0,0,2.6194429072,1.6666666667,0,7.1435159565,0,1.2230215827,2.8571428571,2.4647887324,0,1.951564e-16,10.908255287,0.284787,"09/15/2004",NA,NA,NA,0.0113282356,0.4,"QVAL",".","Yes",NA
"507","OWW04440-0846",2004,3.92,54.27,0,0.16,45.56,1.74,18.12,187,1.289,"Yes","09/23/2004",7,"F",7.99,"H4",414," ",4220.7," ",0.693,"H4",3.3,"H15",5,"H5",0.58,"H55",51.05,"H39",11," ",0,"B",3523.2," ",673.9," ",112.2," ",19.1," ",0.6," ",248.9," ",118.7," ",96.4," ",1628," ",0,"B",10.19," ",0.01,0.977,4136.009,37.897,4174.6,4328.92,4638.97,-310.06,4328.36,0.011,-3.46,5.76,474.93,437.67,1," "," ","  ",1,"MILLERS CREEK","TN","WSA","Y","REACHWIDE","Y","S",71,"SAP",5130206,3.56,499,526,300,28,"GAMMARIDAE-GAMMARUS",30.208333333,69.097222222,78.819444444,2.2017703291,0.181086034,3.5946666667,6,21.428571429,6.3333333333,3,10.714285714,6,1,3.5714285714,0.3333333333,4,14.285714286,11.333333333,8,28.571428571,17.666666667,5,17.857142857,55.666666667,2,7.1428571429,25.333333333,1,3.5714285714,0.6666666667,0,0,0,3,10.714285714,14.333333333,1,3.5714285714,29.333333333,0,0,0,6,21.428571429,15.666666667,9,32.142857143,40.333333333,5,17.857142857,2.3333333333,6,21.428571429,39.666666667,4,14.285714286,32.333333333,5,17.857142857,6,17,60.714285714,66.666666667,4,14.285714286,3.3333333333,3,10.714285714,3.3333333333,6,21.428571429,20,8,28.571428571,45,7,25,5.3333333333,2,7.1428571429,2.3333333333,17,60.714285714,36.666666667,3,10.714285714,4,6,21.428571429,27.666666667,1,3.5714285714,4,5,17.857142857,31,23.333333333,32.142857143,9,68.333333333,60.714285714,17,73.666666667,85.714285714,24,0,0,1,1.25,3.1610942249,6.6291017567,3.3333333333,1.1242246596,27.496256624,2.2873159613,1.0918728709,3.3333333333,6.6291017567,1.5,5.2918464683,33.555783984,0.61132664,"09/23/2004",7,NA,2.9,0.02689,0.949,"ROUGH_EST",".","Yes",NA
"508","OWW04440-0849",2004,5.53,94.64,0,0,4.45,1.38,1.78,118,1.457,"Yes","10/22/2004",3,"F",5.57,"H5",26,"H10",25.4,"H10",3.4,"H6",4.4,"H17",20,"H6",6.13," ",1.58,"H4",16," ",0,"B",38," ",41.6," ",70.7," ",12.8," ",0.8," ",35.4,"H12",5.4,"H12",81.1,"H12",331," ",0,"B",14.54,"H11",2.692,0.004,18.689,0.001,16,166.56,140.7,25.86,163.08,0,8.42,53.02,20.19,18.65,4," "," ","  ",1,"NNT MURDER CREEK","AL","WSA","Y","REACHWIDE","Y","R",65,"CPL",3140304,3.21,297,301,300,44,"CHIRONOMIDAE-POLYPEDILUM",24.232081911,45.733788396,59.044368601,2.8842459615,0.100071055,4.5546666667,23,52.272727273,73.333333333,2,4.5454545455,2,1,2.2727272727,0.3333333333,6,13.636363636,2.6666666667,9,20.454545455,5,0,0,0,0,0,0,3,6.8181818182,1,0,0,0,3,6.8181818182,10.333333333,0,0,0,0,0,0,8,18.181818182,26.666666667,18,40.909090909,25,12,27.272727273,16,4,9.0909090909,11.666666667,6,13.636363636,25.333333333,11,25,23,27,61.363636364,73.666666667,5,11.363636364,3,6,13.636363636,6.3333333333,8,18.181818182,22,19,43.181818182,54.666666667,8,18.181818182,16,2,4.5454545455,0.6666666667,14,31.818181818,63,10,22.727272727,14,7,15.909090909,30.666666667,2,4.5454545455,1,13,29.545454545,18,28.333333333,31.818181818,14,83,75,33,99,93.181818182,41,0,0,2.8571428571,10,4.8898191296,5.0822939437,3.75,7.5703350988,56.915985049,10,7.4807453343,6.25,4.3254769921,5,8.6940512233,69.58378925,1.09890136,"10/22/2004",NA,14,3.04,0.08286,2.926,"VEL_DEPTH",".","Yes",5980.3792
"509","OWW04440-0853",2004,174,98.55,0,0.0083,1.02,0.84,2.22,221,1.573,"Yes","08/13/2004",2,"X",7.69,"H5",51,"H10",374,"H8",0.566,"H4",0.5,"H17",0,"H4",0.84," ",4.54,"H4",2," ",0,"B",302.4," ",109.7," ",72.5," ",15.8," ",0.4," ",70.4," ",1.3," ",45," ",71," ",0,"H186B",6.42," ",0.02,0.49,360.792,1.657,362.9,500.84,479.64,21.21,500.47,0.001,2.16,8.36,54.05,50.42,3," "," ","  ",1,"LITTLE MISSOURI","AR","WSA","Y","REACHWIDE","Y","R",36,"SAP",8040103,16.55,297,455,300,24,"HYDROPSYCHIDAE-CHEUMATOPSYCHE",14.054054054,40,58.378378378,2.6795570799,0.0875675676,4.0873333333,4,16.666666667,2,8,33.333333333,55,1,4.1666666667,5.6666666667,4,16.666666667,20,13,54.166666667,80.666666667,2,8.3333333333,2.6666666667,0,0,0,2,8.3333333333,1,2,8.3333333333,2.6666666667,2,8.3333333333,12,0,0,0,0,0,0,4,16.666666667,15.333333333,7,29.166666667,27.333333333,9,37.5,18,4,16.666666667,39.666666667,2,8.3333333333,2.6666666667,7,29.166666667,19.666666667,12,50,76.333333333,5,20.833333333,4,1,4.1666666667,5.6666666667,9,37.5,24,8,33.333333333,63,3,12.5,4.3333333333,3,12.5,3,15,62.5,77.333333333,0,0,0.3333333333,2,8.3333333333,1,2,8.3333333333,12.666666667,5,20.833333333,7,29.666666667,41.666666667,10,92.666666667,75,18,97,87.5,21,0,0,6,2.5,9.2119779354,10,1.1111111111,4.6633857772,55.810791373,10,4.5291876253,1.1111111111,10,4,2.68945416,53.882921494,0.81536843,"08/13/2004",NA,NA,NA,0.72,25.5672,"QVAL",".","Yes",NA
"510","OWW04440-0854",2004,8.62,71.14,0.07,0.1,7.79,1.26,7.11,134,1.213,"Yes","09/21/2004",1,"X",6.99," ",83,"H8",682.8," ",3.86," ",2.2,"H15",10," ",2.29,"H56",9.01," ",21," ",0,"B",287.1," ",196.9," ",308.2," ",54.8," ",0.6," ",39.5," ",5.1," ",113.9," ",133," ",26.6," ",29.76," ",0.102,0.098,609.333,0.558,609.85,847.68,768.47,79.22,847.01,0.002,4.9,22.38,86.44,83.04,1," "," ","  ",1,"ROCKY CREEK","GA","WSA","Y","REACHWIDE","Y","T",45,"SAP",3070101,3.405,488,518,300,40,"CHIRONOMIDAE-CLADOTANYTARSUS",37.68115942,60.507246377,69.565217391,2.4693060792,0.1854127284,5.7236666667,16,40,70.333333333,4,10,2.3333333333,1,2.5,0.3333333333,2,5,2.3333333333,7,17.5,5,8,20,16,2,5,8.3333333333,2,5,2.3333333333,2,5,4.6666666667,4,10,3.3333333333,0,0,0,3,7.5,2.3333333333,7,17.5,54.666666667,18,45,53.333333333,11,27.5,12,6,15,4.3333333333,4,10,18,5,12.5,8.3333333333,27,67.5,76,8,20,15.666666667,2,5,3.3333333333,6,15,7,16,40,30.666666667,10,25,44.333333333,6,15,14.666666667,16,40,32.666666667,9,22.5,20,4,10,53.333333333,1,2.5,1.3333333333,12,30,6.6666666667,10.333333333,20,8,41,60,24,85.333333333,85,34,0,0,2,1.25,0.5437352246,1.1600928074,3.3333333333,3.1059709572,18.988553871,1.979301423,3.016590498,3.3333333333,1.1600928074,1,3.0206677266,22.516642981,0.68733804,"09/21/2004",1,NA,1.9,0.0315,1.112,"ROUGH_EST",".","Yes",NA
"511","OWW04440-0857",2004,11.5,92.46,0.02,0,5.08,0.66,4.69,82,1.576,"Yes","10/18/2004",9,"F",6.53," ",45," ",191.5," ",2.31," ",12.5," ",20," ",3.39,"H17",3.82,"H4",26,"H31",0.3," ",124.9," ",107.8," ",131.7," ",37," ",0.6," ",70.7," ",0,"B",126," ",225,"H31",0,"B",17.01,"H8",0.295,0.034,191.23,0.061,191.02,402.34,388.05,14.29,401.41,0.001,1.81,32.47,46.4,43.06,2," "," ","  ",1,"MIDDLETON CREEK","MS","WSA","Y","REACHWIDE","Y","R",74,"CPL",8060205,1.242105,208,268,268,39,"TIPULIDAE-CRYPTOLABIS",16.317991632,43.09623431,59.414225941,2.8916518091,0.0852050909,4.0455223881,19,48.717948718,51.492537313,3,7.6923076923,3.3582089552,1,2.5641025641,0.3731343284,0,0,0,4,10.256410256,3.7313432836,1,2.5641025641,1.8656716418,0,0,0,1,2.5641025641,0.3731343284,0,0,0,4,10.256410256,9.7014925373,0,0,0,0,0,0,3,7.6923076923,25,16,41.025641026,33.582089552,14,35.897435897,17.164179104,5,12.820512821,9.7014925373,5,12.820512821,31.71641791,8,20.512820513,35.447761194,26,66.666666667,53.731343284,3,7.6923076923,3.7313432836,2,5.1282051282,1.8656716418,9,23.076923077,37.686567164,16,41.025641026,31.71641791,9,23.076923077,19.029850746,1,2.5641025641,2.6119402985,11,28.205128205,38.059701493,12,30.769230769,38.805970149,6,15.384615385,22.76119403,3,7.6923076923,7.4626865672,9,23.076923077,7.4626865672,39.552238806,28.205128205,11,71.268656716,69.230769231,27,90.298507463,92.307692308,36,0,0,4.2857142857,7,1.936406098,2.2386029812,5,7.6146814919,46.792341428,9.8387729403,7.524566918,5,3.4333649889,1.875,9.5201827875,61.986479391,0.59925967,"10/18/2004",9,NA,0.7,0.00038,0.013,"ROUGH_EST",".","Yes",NA
"512","OWW04440-0861",2004,14.68,85.92,0.14,0.3,6.25,1.45,3.18,87,1.24,"Yes","10/23/2004",2,"F",6.87,"H4",131,"H9",513.2,"H9",8.34,"H5",8.6,"H16",35,"H5",5.25," ",7.48," ",44," ",0,"B",482.1," ",139.9," ",474.2," ",49," ",1.3," ",34,"H11",1,"H11",608,"H12",253," ",0,"B",33.43,"H10",0.135,0.074,477.976,0.332,478.22,1146.54,1121.48,25.07,1145.13,0.002,1.11,51.12,134.07,129.67,3," "," ","  ",1,"BEAR CREEK","TX","WSA","Y","REACHWIDE","Y","B",35,"CPL",12020006,3.257895,209,210,210,36,"DIPSEUDOPSIDAE-PHYLOCENTROPUS",11.483253589,28.708133971,43.540669856,3.1341770076,0.0568897232,5.380952381,17,47.222222222,44.285714286,5,13.888888889,10.476190476,0,0,0,1,2.7777777778,11.428571429,6,16.666666667,21.904761905,6,16.666666667,18.571428571,4,11.111111111,9.0476190476,3,8.3333333333,3.3333333333,0,0,0,3,8.3333333333,7.619047619,0,0,0,1,2.7777777778,8.0952380952,4,11.111111111,25.238095238,20,55.555555556,76.666666667,10,27.777777778,17.142857143,8,22.222222222,16.19047619,5,13.888888889,4.2857142857,6,16.666666667,17.142857143,20,55.555555556,57.142857143,10,27.777777778,25.714285714,1,2.7777777778,0.9523809524,6,16.666666667,16.666666667,14,38.888888889,44.761904762,9,25,19.047619048,6,16.666666667,18.571428571,11,30.555555556,45.238095238,9,25,28.571428571,6,16.666666667,9.5238095238,2,5.5555555556,3.8095238095,12,33.333333333,19.523809524,17.619047619,19.444444444,7,62.380952381,58.333333333,21,81.428571429,83.333333333,30,0,0,7.1428571429,5,3.7928371464,4.2786421499,8.75,9.0669281892,63.385441047,7.5281564908,8.9596272639,5,4.0137174211,3.125,5.00050005,56.045002043,0.85392375,"10/23/2004",2,NA,2.6,0.02052,0.725,"ROUGH_EST",".","Yes",NA
"513","OWW04440-0862",2004,2,85.11,0,8.85,0.94,2.37,6.86,454,1.4,"Yes","10/25/2004",7,"B",6.57," ",28," ",122.6," ",1.5," ",2.6," ",15," ",2," ",2.27," ",10," ",0,"B",73.3," ",104.4," ",42.2," ",20.9," ",0,"B",88.8,"H9",1.2,"H9",23.5,"H9",68," ",0,"B",7.49,"H8",0.269,0.037,117.63,0.041,117.43,241.19,231.25,9.94,240.92,0.001,2.1,19.23,27.87,24.12,1," ","X-SPOT SHIFTED UPSTREAM. UNNAMED TRIB ENTERS TITUS CREEK ABOUT 3 METERS DOWNSTREAM A","  ",1,"UNNAMED TRIB TITUS CREEK","TN","WSA","Y","REACHWIDE","Y","S",69,"SAP",6010205,1.675,133,228,228,43,"NEMOURIDAE-NA",25.603864734,47.826086957,60.38647343,2.901001288,0.1063502065,3.2333333333,9,20.930232558,17.105263158,5,11.627906977,19.736842105,6,13.953488372,35.526315789,5,11.627906977,11.842105263,16,37.209302326,67.105263158,8,18.604651163,7.0175438596,1,2.3255813953,0.4385964912,2,4.6511627907,1.3157894737,1,2.3255813953,0.4385964912,2,4.6511627907,2.1929824561,0,0,0,3,6.976744186,4.3859649123,6,13.953488372,8.3333333333,17,39.534883721,25,14,32.558139535,18.859649123,5,11.627906977,19.736842105,7,16.279069767,35.964912281,15,34.88372093,43.421052632,16,37.209302326,38.157894737,9,20.930232558,9.649122807,7,16.279069767,10.964912281,13,30.23255814,49.122807018,7,16.279069767,15.350877193,6,13.953488372,8.7719298246,7,16.279069767,7.0175438596,18,41.860465116,63.157894737,7,16.279069767,11.842105263,5,11.627906977,15.350877193,2,4.6511627907,1.7543859649,11,25.581395349,9.649122807,60.087719298,46.511627907,20,75.438596491,62.790697674,27,84.210526316,76.744186047,33,0,0,3,7.5,5.2031447578,4.0468353747,2.2222222222,6.3037132444,47.126525999,2.6812880452,6.1223114244,2.2222222222,4.0468353747,5.5,2.6509409546,38.705996702,0.74400465,"10/25/2004",NA,10,1.3,0.00382,0.135,"VEL_DEPTH",".","Yes",899.16666667
"514","OWW04440-0865",2004,7.43,44.5,0,11.76,42.11,3.41,87.16,126,1.491,"Yes","09/06/2004",9,"F",6.3,"X2",39," ",210.8," ",20.3,"H4",18.5," ",0," ",0.69," ",5.41,"H4",62," ",0,"B",84.7," ",56.7," ",120.4," ",25.8,"H185",6.1," ",6.2," ",31," ",99.1," ",534," ",2.7," ",10.98,"H8",0.501,0.02,211.835,0.04,211.38,294.16,348.15,-53.99,287.53,0.001,-8.41,6.47,36.29,35.6,2,"PHSTVL REPLACED WITH CALCULATED VALUE FROM DIC AND ANC, ORIGINAL VALUE=5.45, LAB RERUN 6/1/05=6.93 (NON CLOSED HEADSPACE)"," ","  ",1,"UNNAMED CREEK","MS","WSA","Y","REACHWIDE","Y","S",65,"CPL",3170004,2.035,232,235,235,33,"CHIRONOMIDAE-RHEOTANYTARSUS",30.434782609,51.739130435,61.739130435,2.6513777829,0.1306238185,5.8093617021,20,60.606060606,82.553191489,0,0,0,0,0,0,1,3.0303030303,3.829787234,1,3.0303030303,3.829787234,5,15.151515152,5.1063829787,3,9.0909090909,2.5531914894,2,6.0606060606,1.7021276596,0,0,0,3,9.0909090909,5.5319148936,0,0,0,1,3.0303030303,1.2765957447,6,18.181818182,42.127659574,9,27.272727273,12.765957447,13,39.393939394,31.489361702,4,12.121212121,5.5319148936,1,3.0303030303,8.085106383,2,6.0606060606,5.1063829787,20,60.606060606,72.340425532,10,30.303030303,22.127659574,0,0,0,2,6.0606060606,5.5319148936,14,42.424242424,37.021276596,11,33.333333333,52.340425532,5,15.151515152,4.6808510638,9,27.272727273,56.595744681,5,15.151515152,5.9574468085,5,15.151515152,10.212765957,1,3.0303030303,1.2765957447,13,39.393939394,33.617021277,5.5319148936,6.0606060606,2,42.553191489,48.484848485,16,94.893617021,81.818181818,27,0,0,0,1,0,7.7611332562,3.75,6.1759148675,31.145080206,9.3905417733,6.1028271176,0,3.2031425365,0,4.432261408,38.547954726,0.89765669,"09/06/2004",9,NA,1.2,0,0,"VISUAL_EST","MOST OF REACH WAS A LONG POOL WITH NO CURRENT FLOW DUE TO BEAVER DAMS AND FALLEN LWD. NO MEASUREMENT OF FLOAT TIME WAS TAKEN. .","Yes",NA
"515","OWW04440-0877",2004,632.4,30.96,0.54,0.58,16.5,1.55,4.26,34,0.793,"Yes","09/09/2004",2,"F",8.24,"H4",947," ",3122.8," ",8.17,"H4",11.8," ",10,"H4",3.53," ",38.93,"H5",18," ",0,"B",3791.5,"H183",1188.9," ",4468.2," ",153.3,"H182",1.6," ",747.1," ",0,"B",5196.7," ",539," ",0,"B",43.16," ",0.006,1.738,3174.137,51.718,3227.38,9603.3,9171.33,431.96,9601.85,0.018,2.3,35.16,1125.13,1021.35,2," "," ","  ",1,"MEDIO CREEK","TX","WSA","Y","REACHWIDE","Y","S",34,"CPL",12100406,8.445,464,501,300,40,"CAENIDAE-CAENIS",30.038022814,49.429657795,61.977186312,2.7569941504,0.1251283089,4.8813333333,14,35,25.666666667,4,10,29.666666667,0,0,0,4,10,4,8,20,33.666666667,5,12.5,10,2,5,9,4,10,7,1,2.5,0.3333333333,5,12.5,18.333333333,1,2.5,0.3333333333,0,0,0,6,15,13.333333333,16,40,49.333333333,15,37.5,31,4,10,20.666666667,3,7.5,2,3,7.5,4.3333333333,27,67.5,74,7,17.5,10.333333333,0,0,0,6,15,6.6666666667,15,37.5,35.666666667,13,32.5,45,3,7.5,1.3333333333,9,22.5,24.333333333,10,25,16.666666667,6,15,7,3,7.5,1.3333333333,12,30,49.666666667,6.6666666667,15,6,42.333333333,52.5,21,87.333333333,85,34,1,0.0133333333,5.7142857143,2,4.7581812916,4.2786421499,3.75,6.8083482057,45.515762269,8.7136929461,6.7277760376,2.5,2.024691358,4.375,7.3132313231,52.757319441,0.80742412,"09/09/2004",NA,9,1.15824,0.03312,1.169,"VEL_DEPTH",".","Yes",433.934616
"516","OWW04440-0878",2004,0.98,100,0,0,0,1.32,3.27,1164,1.859,"Yes","10/06/2004",1,"F",6.7,"H6",14,"H8",62.8,"H8",0.096,"H6",0.2,"H16",15,"H6",0.77,"H15",1.01,"H6",4,"H43",0.5," ",46.9," ",21," ",38.8," ",10.6," ",0.3," ",29.3," ",15.5," ",11.1," ",244,"H43",29.7," ",7.41," ",0.2,0.05,58.181,0.027,58.06,117.77,114.17,3.6,117.28,0,1.55,7.4,13.61,12.37,3," "," ","  ",1,"RIGHT PRONG LEDGE CREEK","NC","WSA","Y","REACHWIDE","Y","R",66,"SAP",6010203,2.17931,530,559,300,40,"EPHEMERELLIDAE-EPHEMERELLA",10.666666667,29.666666667,43.333333333,3.1945631297,0.0548888889,2.648,8,20,10,8,20,41.333333333,6,15,19,9,22.5,22.333333333,23,57.5,82.666666667,2,5,1,0,0,0,1,2.5,0.3333333333,0,0,0,3,7.5,4,0,0,0,2,5,1,5,12.5,17,13,32.5,43.666666667,10,25,27.666666667,9,22.5,22.333333333,9,22.5,13.333333333,19,47.5,59.333333333,18,45,36.666666667,1,2.5,0.3333333333,8,20,38.666666667,18,45,34.666666667,8,20,15.333333333,3,7.5,7.3333333333,1,2.5,0.3333333333,23,57.5,73.666666667,5,12.5,2.3333333333,3,7.5,1.6666666667,2,5,11.333333333,12,30,16,73.333333333,65,26,88.666666667,85,34,96,92.5,37,0,0,6,10,10,5.8004640371,6.6666666667,8.478245405,78.242293515,6.291504959,8.23426712,6.6666666667,5.8004640371,9,9.9761526232,76.615092343,1.02632409,"10/06/2004",1,NA,4.5,0.74287,26.231,"ROUGH_EST",".","Yes",NA
"517","OWW04440-0886",2004,0.64,68.01,0,1.66,30.31,2.15,5.94,554,1.595,"Yes","11/03/2004",7,"J",6.36," ",47," ",194.6," ",2.68," ",2.9," ",15," ",1.91," ",4.12," ",76," ",0,"B",237.5," ",77.1," ",71.1," ",21.6," ",1.2," ",87.4," ",28.5," ",94.2," ",514," ",16.3," ",4.4," ",0.437,0.023,173.196,0.037,172.81,408.84,383.44,25.4,407.19,0.001,3.21,18.04,47.53,43.59,2," "," ","  ",1,"LAUREL CREEK","TN","WSA","Y","REACHWIDE","Y","S",68,"SAP",5130107,1.715789,574,580,300,24,"TUBIFICIDAE-NA",68.531468531,87.412587413,91.608391608,1.2831357003,0.4938138784,8.4846666667,13,54.166666667,11.666666667,1,4.1666666667,0.3333333333,1,4.1666666667,0.3333333333,0,0,0,2,8.3333333333,0.6666666667,6,25,86,2,8.3333333333,6,0,0,0,0,0,0,0,0,0,1,4.1666666667,0.3333333333,2,8.3333333333,79,4,16.666666667,6.6666666667,13,54.166666667,88.333333333,6,25,5.3333333333,2,8.3333333333,0.6666666667,1,4.1666666667,0.3333333333,4,16.666666667,1.3333333333,8,33.333333333,7,11,45.833333333,91.333333333,0,0,0,6,25,2,5,20.833333333,6,5,20.833333333,2.6666666667,7,29.166666667,89,8,33.333333333,67.666666667,5,20.833333333,20.333333333,2,8.3333333333,1.3333333333,1,4.1666666667,0.3333333333,11,45.833333333,11.333333333,2,25,6,8,45.833333333,11,10.666666667,66.666666667,16,0,0,0,0.625,0,1.9334880124,0,0,4.2641466873,0,0,0,1.9334880124,0,0,3.2224800206,0.19733541,"11/03/2004",NA,9,1.2,0.00576,0.203,"VEL_DEPTH",".","Yes",430
