SITE_ID,NH4,pH,PFOR,PWETL,PURB,PAGT,LANDAREA,COND,SIMPSON,EPT_PTAX,EPT_PIND,FLOW_CFS
WSDP99-0502,0.9,0.002,88.8,2.35,0,0,11.87,427,0.171444444,22.22222222,37.33333333,1.823
WNVP99-0573,0.9,0.025,0,0.17,0,0.02,11.95,237,0.088655663,5.714285714,3.666666667,1
OWW04440-0011,0.6,0.005,75.13,0,0,23.88,11.96,325,0.106703398,16.66666667,37.5,0.027
WORP99-0792,0.4,0.004,92.57,0,0,0,12.2,356,0.177818882,29.41176471,15.33333333,0.204
WORP99-0775,0.6,0.007,73.56,0.01,0,0,12.59,153,0.109702731,32,33.66666667,1.072
WNVP99-0627,0.5,0.008912509,0.39,0,0,0,12.67,83,0.073862247,32.55813954,20,NA
WCAP99-0832,0.4,0.008,87.91,0,0,0,12.7,359,0.057267035,39.58333333,42.33333333,0.944
WIDP99-0603,0.9,0.062,51.72,3.07,0,0,12.72,343,0.164169683,11.11111111,1,0.789
WORP99-0538,0.5,0.012,53.1,0.18,0,0,12.76,608,0.091870152,21.62162162,43,0
WMTP99-0517,0.3,0.01,65.78,0,0,0,12.91,93,0.066535161,47.36842105,41.33333333,5.426
WCOP99-0507,0.5,0.013,55.39,0,0,0.02,13.21,79,0.086341445,37.5,36.66666667,0.525
WORP99-0622,0.3,0.005,90.55,0.01,0,0,13.23,188,0.073114093,36.17021277,36,1.264
OWW04440-0473,0.8,0.081,83.76,0,0,9.54,13.47,89,0.173533514,15.38461539,2.333333333,1.696
WCAP99-1005,0.3,0.063095734,91.66,0,0,0.13,13.49,97,0.056521115,50.98039216,58,0.024
OWW04440-0258,1.1,2.188,86.6,11.63,0,0.08,13.63,18,0.121907498,3.03030303,1.333333333,0
WNVP99-0681,0.4,0.014125375,34.25,0.02,0,0,13.65,57,0.083604601,54.28571429,63.21243523,10.368
WORP99-0977,0.7,0.016595869,72.5,0,0,0,13.66,295,0.27261133,22.72727273,8,0.089
WIDP99-0501,0.6,0.009,79.34,0.28,0,0,13.98,103,0.07047955,51.35135135,73.66666667,4.737
WUTP99-0732,1.1,0.025118864,70.46,0.01,0,0,14.28,67,0.157573959,43.33333333,40.66666667,0.024
WNVP99-0556,1.1,0.001,0.57,0,0,0.01,14.43,214,0.054005969,19.14893617,13,NA
WCAP99-0811,0.5,0.007,92,0.02,0,0,14.51,145,0.048130331,39.21568628,48.66666667,2.268
NEWS04-1901,0.4,0.047,97.46,0.62,0,1.51,14.53,45,0.063152897,33.33333333,16.66666667,0.012
WCAP99-1002,0.5,0.011748976,58.31,0.18,0,0.22,14.58,104,0.080266655,28.88888889,10.33333333,0.054
WWAP99-0560,0.2,0.107151931,80.64,0.01,0,0,14.66,29,0.130341306,67.5,86.51685393,11.422
WNVP99-0628,0.6,0.012589254,30.22,0,0,0,14.78,337,0.123241393,29.41176471,30.66666667,0.512
WORP99-0512,0.2,0.022,66.99,0.01,0,0,15.55,64,0.057678571,48.97959184,38.33333333,0.788
WORP99-0866,0.6,0.006025596,79.19,0.01,0,0,15.61,177,0.092483396,33.33333333,28.33333333,0.014
OWW04440-0963,17,0.015,0.05,0,0,92.83,15.75,1038,0.506553759,5,0.666666667,0
WWYP99-0710,0.4,0.00616595,45.9,0.46,0,0,15.76,146,0.134038146,45.45454546,55,3.14
WNVP99-0622,8.6,0.004168694,0.03,0,0,0,15.95,423,0.653777513,0,0,0.749
WORP99-0842,0.9,0.003801894,74.55,0.03,0,0,16.07,206,0.047393799,38.59649123,43,0.596
OWW04440-0453,138.9,0.028,0.96,1.31,0,97.72,16.17,508,0.182683528,11.11111111,31,8.565
WORP99-0704,0.6,0.005,92.81,0.01,0,0,16.28,268,0.078078953,44.18604651,34,0.857
OWW04440-0059,4.6,0.011,2.43,2.32,0,95.23,16.31,844,0.069473141,13.15789474,15.66666667,0
WCAP99-0843,0.2,0.005,86.12,0,0,0,16.51,289,0.061057422,47.45762712,67.33333333,0.419
WCAP99-0988,0.5,0.074131024,97.17,0,0,0,16.61,47,0.135933681,44.73684211,22.33333333,0.252
WNVP99-0674,0.6,0.007585776,5.15,0,0,0,16.62,506,0.077398051,20.51282051,20.58823529,0.041
WNVP99-0612,0.6,0.014454398,39.58,0,0,0,16.66,643,0.108066007,32.14285714,17.66666667,1.519
WCAP99-0629,0.5,0.030199517,49.53,0,0,0,16.79,58,0.066603181,34.09090909,39.33333333,8.037
WIDP99-0516,0.2,0.034,97.03,0.03,0,0,17.07,24,0.068799049,58.53658537,70.33333333,2.241
OWW04440-0205,0.4,0.026,66.54,0,0,0,17.08,130,0.06400707,34.21052632,33.33333333,1.92
OWW04440-0440,2.2,0.007,9.77,0.64,0,89.03,17.09,788,0.092569512,9.677419355,12.33333333,3.1959
WORP99-0947,1,0.010964782,41,0,0,0.03,17.34,313,0.243260267,6.896551724,0.666666667,0.063
WORP99-0691,0.6,0.014,86.69,0,0,0,17.4,85,0.098520074,48,28.66666667,0.161
WMTP99-0707,0.9,0.002290868,26.76,0,0,0,18.08,348,0.260023224,32.43243243,66,0.364
WUTP99-0738,0.5,0.007943282,0.24,0.02,0,0,18.21,377,0.08253717,31.70731707,26.66666667,0.024
OWW04440-1061,2.6,0.457,42.79,0,0,57.2,18.48,142,0.279838453,23.80952381,5.666666667,0
OWW04440-1377,0.5,0.182,94.58,1.39,0,2.66,18.56,41,0.067294674,23.25581395,22.77580071,4.785
WUTP99-0591,0.4,0.008,85.26,0,0,0,18.67,322,0.121880987,16.66666667,13.33333333,0.034
WIDP99-0600,0.4,0.019,64.64,0.59,0,0,18.91,53,0.138649756,32.5,22.66666667,1.063
WWAP99-0598,0.5,0.01,86.75,0.03,0,0.17,19.11,189,0.057002161,43.1372549,50.33333333,0.232
WWAP99-0598,0.5,0.01,86.75,0.03,0,0.17,19.11,189,0.066947039,40.42553192,35.33333333,0.232
WIDP99-0770,0.5,0.033113112,92.99,0,0,0,19.34,27,0.100716184,45.45454546,63.66666667,0.402
WCAP99-0625,0.4,0.017,81.5,0,0,0,19.37,83,0.053812123,40.81632653,35.33333333,3.512
WCAP99-1075,0.4,0.021379621,93.66,0,0,0,19.44,100,0.09967661,35.71428571,53.33333333,0.753
WWYP99-0603,0.4,0.005,16.59,0.3,0,0,19.59,139,0.085676561,46.51162791,55.33333333,NA
OWW04440-0784,1.6,0.012,4.31,0.29,0,95.38,19.77,653,0.119270453,13.33333333,19.33333333,2.171
WUTP99-0731,0.4,0.006606935,52.74,0.05,0,0.19,19.86,126,0.090066667,21.62162162,9.333333333,0.08
WORP99-0522,1.3,0.001,6.05,0,0,0,20.09,96,0.102257972,30.95238095,11.33333333,0.662
WUTP99-0721,0.4,0.008317638,83.28,0.02,0,0,20.2,571,0.114619255,10,1,NA
WAZP99-0687,0.3,0.023,96.16,0,0,0,20.26,81,0.114632061,10,22.66666667,0.59
WMTP99-0838,0.4,0.011481536,74.78,0,0,0,20.35,218,0.060072727,45,58,0.208
WWAP99-0640,0.5,0.014,65.02,0,0,0,20.43,92,0.052409972,50,52,0.067
WCOP99-0597,0.4,0.023442288,68.94,0,0,0,20.7,47,0.105064891,45.94594595,34.66666667,22.488
WWYP99-0721,0.2,0.00676083,95.91,0,0,0,20.83,301,0.135861354,44.44444444,56.33333333,4.201
WMTP99-0749,0.8,0.004168694,73.6,0,0,0,21.09,270,0.105535732,43.18181818,25.33333333,1.393
WIDP99-0595,0.6,0.014,90.25,0.19,0,0,21.11,103,0.065740752,38.46153846,26.66666667,1.216
WORP99-1021,0.1,0.007079458,92.97,0.06,0,0,21.12,371,0.052903922,36.36363636,36,0.023
WWAP99-0534,0.4,0.019498446,69.98,0,0,0,21.13,41,0.095968966,58.06451613,79.59183674,38.714
WWAP99-0688,0.4,0.013489629,71.87,0,0,0,21.32,70,0.05354574,44.89795918,56.33333333,7.223
WORP99-0554,0.6,0.011,81.51,0,0,0,21.37,87,0.042902186,48.27586207,51.66666667,1.518
WCAP99-1071,0.6,0.131825674,51.7,0,0,0,21.95,72,0.15877551,16.66666667,14.66666667,0.185
WAZP99-0783,0.8,0.004786301,92.02,0,0,0,22.11,240,0.083571258,35,17.33333333,0.081
WORP99-0883,0.4,0.003801894,48.45,0.01,0,2.73,22.31,500,0.178381714,33.33333333,42,0.002
WCAP99-0864,0.4,0.005,13.18,0,0,0.27,22.4,279,0.15525896,19.44444444,8.333333333,0.068
WORP99-0823,0.6,0.005754399,32.88,0.01,0,0,22.47,295,0.136681366,40,43.33333333,0.01
WORP99-0891,1,0.015848932,89.56,0.59,0,0,22.69,69,0.101475493,55.2631579,43,0.161
WIDP99-0697,0.5,0.014125375,61.55,0.06,0,0,23.07,63,0.263043995,51.85185185,90.33333333,3.446
WMTP99-0727,0.6,0.002818383,64.28,0.05,0,0.84,23.15,398,0.194035861,31.25,11.66666667,1.77
WCAP99-1111,0.3,0.1,97.7,0.06,0,0,23.5,65,0.067808101,47.5,66.66666667,2.091
WORP99-0745,1,0.012,19.06,0,0,0.56,23.73,203,0.072241512,38.46153846,27,0.036
WMTP99-0509,0.8,0.007,72.95,0,0,0,23.74,185,0.16337493,35.13513514,32.33333333,1.249
WMTP99-0516,0.4,0.005248075,87.42,0.61,0,0,23.81,261,0.090622717,42.85714286,25.66666667,1.823
WIDP99-0727,0.6,0.006606935,63.56,2.59,0,0,24.15,364,0.097346939,36.11111111,45.33333333,14.708
WUTP99-0605,1.1,0.003,33.4,0.13,0,0.42,24.81,535,0.069644814,54.83870968,75.33333333,1.934
WCAP99-0845,0.4,0.011,79.71,0.74,0,0,24.86,151,0.047851563,47.05882353,67.66666667,1.966
WCAP99-1079,0.6,0.009549926,82.1,0,0,0,25.26,98,0.093066667,38.0952381,68.66666667,7.254
WCAP99-0860,0.4,0.007,33.68,0,0,0,25.37,153,0.147348463,42.22222222,32,1.263
WORP99-0787,0.5,0.018,84,0,0,0,25.39,46,0.072247078,48.57142857,60,7.279
WORP99-0864,0.6,0.008128305,79.14,0.03,0,0,25.45,111,0.072250858,27.65957447,19.33333333,0.775
WMTP99-0505,0.8,0.011481536,75.19,0.04,0,0,25.51,89,0.088222222,38.63636364,34.33333333,1.746
WMTP99-0609,0.4,0.019,95.58,0,0,0,25.65,37,0.094590334,45,69,6.093
WCAP99-1067,0.8,0.013489629,77.54,0.04,0,0,25.69,69,0.22314762,45.83333333,73.66666667,3.587
WIDP99-0615,0.4,0.398,69.08,0.39,0,0,25.95,116,0.111111111,16.66666667,12.82051282,1.489
WIDP99-0510,0.4,0.093,84.3,0,0,0,25.99,20,0.079099502,53.33333333,81.66666667,12.593
WUTP99-0521,0.4,0.056,57.45,0.03,0,0.02,26.77,21,0.059167658,46.51162791,55.66666667,17.779
WCOP99-0508,0.5,0.019,56.04,0,0,0.01,26.95,88,0.087962963,44.44444444,73.33333333,5.429
WNVP99-0608,0.6,0.001096478,1.8,0,0,0,27.55,245,0.15627342,21.05263158,17,0.548
WIDP99-0596,0.4,0.071,28.51,0.04,0,0,27.59,77,0.072568576,45.45454546,33,0.894
WCAP99-0760,0.4,0.033,97.54,0,0,0,28.12,65,0.078180709,30.35714286,20.66666667,0.384
WWAP99-0512,0.4,0.014,67.64,0.09,0,0,28.38,99,0.084883654,48.8372093,52,1.582
WORP99-0541,0.4,0.016,89.52,0.07,0,0,28.38,35,0.036334393,51.92307692,47.33333333,3.486
WCOP99-0567,0.4,0.012,98.94,0,0,0,28.51,109,0.064100136,30,52,0.22
WWYP99-0604,0.9,0.007,5.66,0.46,0,1.48,28.73,1603,0.160783603,11.11111111,2.666666667,0.05
WNVP99-0516,0.5,0.009,8.35,2.6,0,7.8,29.02,504,0.09559322,23.52941177,14.66666667,7
OWW04440-0179,2.6,0.035,0.4,0.2,0,69.46,29.1,1934,0.250561225,9.090909091,2.333333333,0
WCAP99-0509,0.8,0.025,59.38,0,0,0,29.12,24,0.049255441,31.03448276,33.66666667,1.106
WNVP99-0519,1.2,0.013,0.1,0.01,0,0,29.87,112,0.126627219,20.58823529,42.66666667,0.123
WORP99-1018,0.5,0.014125375,97.11,0,0,0,29.95,76,0.177495488,42.10526316,41,7.68
WCOP99-0647,0.4,0.030902954,49.18,0,0,0,30.01,30,0.143284699,34.48275862,50.33333333,6.276
OWW04440-0102,1,0.002,79.55,0.22,0,20.19,30.13,278,0.174387606,25.80645161,36.66666667,3.663
WORP99-0607,0.2,0.008,93.59,0,0,0,30.37,74,0.2102,47.05882353,21.66666667,5.47
WCAP99-0758,0.3,0.029,29.17,0,0,0,30.82,23,0.074700928,33.33333333,56.66666667,8.75
WORP99-0740,0.6,0.003,80.14,0.52,0,0,30.96,214,0.078506728,32.72727273,46,0.819
WWYP99-0720,0.6,0.003311311,3.4,0,0,30.64,31.01,362,0.379805965,8.695652174,5.333333333,0.05
OWW04440-0829,4.4,0.038,30.79,3.81,0,53.22,31.08,321,0.354009142,23.52941177,32.66666667,0.453
WORP99-0937,0.8,0.009332543,91.31,0.22,0,0,31.4,137,0.065255102,36.95652174,37.33333333,11.736
WMTP99-0613,0.7,0.005,51.92,0,0,2.74,31.81,667,0.102739304,8.333333333,1.666666667,0.106
WORP99-0830,0.5,0.03801894,44.27,0.04,0,0,31.83,35,0.114960593,31.42857143,24,6.998
WSDP99-0580,0.3,0.003,90.59,3.01,0,1.96,31.97,321,0.19740616,30.76923077,17.66666667,7.5
WCAP99-1050,0.5,0.007413102,55.7,0,0,0,32.3,94,0.066319169,52.27272727,47.66666667,1.98
WCAP99-0600,0.8,0.008,72.46,0,0,3.07,32.36,467,0.102449998,17.64705882,25,1.11
OWW04440-0185,0.4,0.007,93.7,0,0,4.85,32.72,442,0.079826402,26.66666667,53.33333333,1.898
NEWS04-1106,0.6,0.054,97.48,2.41,0,0.04,33.02,51,0.083843906,55,75,19.735
WORP99-0854,0.4,0.005248075,76.22,1.44,0,0,33.21,163,0.091422222,34.04255319,29,0.11
WCOP99-0670,0.6,0.015488166,89.73,0,0,0.01,33.5,82,0.059571938,27.27272727,40,1.571
WWAP99-0676,0.5,0.024547089,94.22,0,0,0,33.75,46,0.088161901,40.625,63.66666667,5.927
WORP99-0518,0.6,0.035,69.96,0,0,0,34.06,95,0.171916116,45,31.33333333,0.014
OWW04440-0551,1.6,0.006,36.9,0,0,63.03,34.11,470,0.288773691,21.875,28.66666667,6.7469
WUTP99-0602,0.4,0.054,73.7,0.07,0,0.06,34.3,23,0.071988178,47.72727273,50.66666667,24.157
WCAP99-0991,0.4,0.026915348,60.26,0,0,0,35.33,29,0.138358576,42.5,32.33333333,30.137
WCAP99-0991,0.4,0.026915348,60.26,0,0,0,35.33,29,0.081763868,45.94594595,44.33333333,30.137
WWYP99-0657,0.4,0.051286138,13.38,0.72,0,0,35.88,18,0.112730807,44.44444444,59.66666667,92.337
WCAP99-0767,0.4,0.007,51.4,0,0,0,36.1,249,0.232887537,31.11111111,58.66666667,0.284
WORP99-0559,0.4,0.019,94.46,0.02,0,0,37.08,76,0.082057802,36.17021277,22,3.319
WORP99-0559,0.4,0.019,94.46,0.02,0,0,37.08,76,0.060593184,41.66666667,41.66666667,3.319
NEWS04-0401,1,0.035,79.5,0.3,0,0.01,37.08,54,0.070907223,52.17391304,67.66666667,3.207
WNVP99-0514,0.4,0.015,21.04,0.23,0,0,37.67,130,0.114054697,29.26829268,15.66666667,2.715
WAZP99-0639,0.4,0.025,96.45,0,0,0,37.69,113,0.144316604,10,9,0.205
WIDP99-0614,0.2,0.129,67.98,0,0,0,37.73,12,0.07227807,36.36363636,43,6.525
WWYP99-0605,0.6,0.002,46.18,1.68,0,0,38.4,155,0.078379776,38.46153846,36.33333333,2.9
WORP99-0800,0.8,0.006,95.67,0.01,0,0,38.67,369,0.099341079,39.53488372,27.33333333,0.792
WORP99-0935,1.4,0.010471286,72.67,2.77,0,0,38.84,116,0.091532699,34.21052632,34.33333333,0.35
WIDP99-0694,0.9,0.004365158,56.63,0.93,0,0,38.87,234,0.070836763,30.76923077,28.66666667,6.246
WIDP99-0611,0.3,0.17,59.67,0,0,0,39.11,14,0.064387948,41.17647059,41.17647059,7.329
NEWS04-0602,0.7,0.065,84.97,1.11,0,0.0046,39.22,34,0.071096939,50,57.33333333,1.255
WWYP99-0590,0.5,0.005,0,0.04,0,0,39.32,369,0.139998071,39.13043478,40.66666667,1.11
WORP99-0948,0.9,0.003548134,69.84,1.73,0,0,39.44,67,0.068300136,38.23529412,54,NA
VAEQ99-0478,0.6,0.018,97.21,0,0,1.64,40.2,98,0.16709972,44,29.66666667,0.892
WIDP99-0502,0.2,0.018,75.22,0.83,0,0,40.22,50,0.121077104,50,64.66666667,14.099
WORP99-0825,0.6,0.050118723,98.14,0,0,0,40.37,44,0.175345093,40,19.66666667,0.079
WCOP99-0627,0.6,0.009772372,73.57,0,0,0.38,40.56,201,0.197511111,21.73913044,8.333333333,0.107
WORP99-0547,0.2,0.003,47.57,0.08,0,0,41,394,0.129930053,42.30769231,59,0.849
WORP99-0724,0.7,0.006,33.44,0.4,0,0,41.28,594,0.18291848,20.58823529,28.33333333,0.141
OWW04440-0283,0.8,0.051,83.54,15.83,0,0.36,42.02,48,0.230303663,36.11111111,13.66666667,5.915
WMTP99-0607,0.3,0.006,79.49,0.3,0,0,42.65,117,0.125273134,46.875,72.66666667,6.059
WCAP99-1066,0.6,0.011220185,90.64,0,0,0,43.42,78,0.09890857,46.93877551,70.33333333,11.89
WWAP99-0639,0.8,0.054,88.53,0.69,0,0,43.47,76,0.089709854,44.68085106,26.33333333,2.69
WCAP99-0885,0.6,0.048977882,87.5,0,0,0,43.51,100,0.245003753,33.33333333,74.66666667,0.095
WMTP99-0745,0.5,0.021877616,56.85,1.65,0,0.01,43.82,61,0.125183806,10.34482759,6.666666667,1.972
OWW04440-0045,0.3,0.019,57.45,0,0,0,44.5,77,0.083794164,21.62162162,10.33333333,0.36
OWW04440-0045,0.3,0.019,57.45,0,0,0,44.5,77,0.11183352,31.03448276,8.333333333,0.36
WNVP99-0566,0.6,0.014,2.02,0.01,0,0.83,44.64,475,0.090612685,5.882352941,5.333333333,NA
WMTP99-0600,0.3,0.007,75.44,0.09,0,0,44.79,144,0.056399755,50,61.66666667,6.134
WWAP99-0604,0.9,0.047,88.83,0.02,0,0.01,45.29,50,0.09832811,36.73469388,35,28.318
WNVP99-0677,0.5,0.003981072,79.46,0,0,0.17,45.38,441,0.196512288,21.05263158,1.666666667,0.962
WORP99-0608,0.4,0.011,95.03,0.02,0,0,46.51,75,0.144711111,30.55555556,11.66666667,3.651
WORP99-0608,0.4,0.011,95.03,0.02,0,0,46.51,75,0.044684744,40.35087719,23.66666667,3.651
WAZP99-0669,0.6,0.005,85.85,0.01,0,0,46.79,270,0.055350554,26.82926829,43.33333333,5.466
WCAP99-0613,0.4,0.01,92.08,0,0,0,46.85,110,0.098339687,61.53846154,53.33333333,13.609
WUTP99-0501,1,0.028,51.35,0.2,0,0.03,48.05,25,0.074126688,48.71794872,49.66666667,14.358
WWAP99-0736,0.4,0.041686938,69.47,0,0,0,48.51,27,0.078415275,56.41025641,67.33333333,16.315
WCAP99-0683,0.4,0.01023293,28.82,0.03,0,0.06,48.87,619,0.0676,34.09090909,37.33333333,1.717
WCOP99-0633,0.5,0.016218101,72.01,0,0,0,48.94,64,0.099886462,19.04761905,24,26.142
WWAP99-0618,0.4,0.014,83.42,0,0,0,48.98,84,0.085871876,50,80,39.022
WORP99-0520,0.6,0.035,94.08,0.01,0,0,49.02,48,0.065741315,43.75,36,2.824
WORP99-0560,0.5,0.004,91.76,0.02,0,0,49.35,125,0.07740162,20.83333333,10.66666667,0.238
OWW04440-0085,0.6,0.12,95.34,0,0,2.19,49.56,39,0.056679225,27.90697674,31.78571429,8.1673
WWAP99-0768,0.3,0.023442288,68.36,0,0,0,49.78,57,0.053555291,47.91666667,57,8.25
OWW04440-0125,0.6,0.007,52.5,0.01,0,0.86,51.32,422,0.275059172,15.15151515,7,7.367
WCOP99-0506,0.9,0.005,47.84,0.11,0,0,51.42,1739,0.072402541,9.677419355,1.666666667,0.224
OWW04440-0845,0.4,0.12,68.03,0,0,2.07,51.65,536,0.34992,16.66666667,54.66666667,0.4
WCOP99-0591,0.3,0.005,78.5,0,0,0.56,52.1,305,0.076675493,41.66666667,56,4.284
WAZP99-0888,0.8,0.154881662,80.22,0,0,0,54,67,0.07458044,32.55813954,49.66666667,2.786
WWYP99-0515,0.4,0.004,48.84,0.29,0,0,54.84,259,0.100242859,40.42553192,50,2.612
WCAP99-0831,0.6,0.01,89.36,0,0,0,55.49,191,0.04896366,40.32258065,49.33333333,1.253
WORP99-0923,0.9,0.008128305,56.64,0.43,0,0,55.56,359,0.10464892,26.82926829,35.66666667,0.872
WUTP99-0548,1.1,0.004,8.21,0,0,0,55.93,449,0.060923023,15.2173913,8,0.387
WIDP99-0738,0.6,0.019952623,94.86,0.11,0,0,56.81,40,0.072431065,40,34.33333333,5.635
WMTP99-0721,0.6,0.019952623,74.52,2.58,0,0,56.98,49,0.038596491,45.09803922,41,8.124
WMTP99-0701,0.8,0.00851138,74.71,0.22,0,0,57.64,139,0.120451843,44.44444444,78,10.589
OWW04440-0043,0.7,0.028,71.04,27.74,0,1.1,57.82,139,0.110675542,29.72972973,26.66666667,9.948
OWW04440-0043,0.7,0.028,71.04,27.74,0,1.1,57.82,139,0.143840878,17.39130435,29,9.948
WWYP99-0600,0.4,0.003,34.11,0.08,0,0,58.65,398,0.082017058,20.68965517,14.66666667,2.265
WWYP99-0589,0.6,0.005,50.41,0.44,0,4.99,58.79,278,0.10104032,27.90697674,29.66666667,0.004
OWW04440-0380,0.5,0.01,94.77,0.09,0,5.07,60.56,373,0.116756794,50,54.66666667,6.459
WWAP99-0532,0.4,0.030199517,72.98,0,0,0,61.7,41,0.179259259,52.63157895,74.65753425,27.91
WCAP99-0512,0.4,0.003,67.69,0,0,0,62.48,1623,0.064681771,31.11111111,27.33333333,1.494
WORP99-0685,1.2,0.006,80.11,0.44,0,0,62.62,354,0.149572881,20,10.66666667,0.025
WWAP99-0546,0.4,0.016218101,71.71,0,0,0,63.64,58,0.112990242,53.48837209,86.66666667,7.164
WUTP99-0723,0.7,0.005011872,67.3,0,0,0,64.08,457,0.118953137,35.13513514,28,0.221
WWAP99-0630,0.4,0.017,56.62,0,0,0,64.75,59,0.110347601,48.71794872,77.66666667,16.669
WWYP99-0526,0.5,0.007,52.63,0.05,0,0.11,65.17,115,0.102572133,53.33333333,84.66666667,2.581
WUTP99-0514,0.4,0.025,47.29,0.18,0,0.15,65.18,25,0.047899653,43.90243902,49,4.331
WSDP99-0603,5.1,0.008,0.11,1.47,0,54.75,65.58,918,0.118999207,3.571428571,23.33333333,0
WNVP99-0577,0.9,0.004,65.27,0.01,0,0.12,65.87,141,0.091026887,36.36363636,31,0.087
WCAP99-0795,0.4,0.008,21.94,0.01,0,0.49,67.16,1312,0.560918367,33.33333333,6.666666667,1.563
WCAP99-0527,0.6,0.009,30.76,0,0,0,68.28,239,0.070973453,25,38.66666667,1.043
WCAP99-0590,0.4,0.041,89.2,0,0,1.03,68.68,265,0.078869985,17.0212766,17,0
OWW04440-0327,9.6,0.013,2.29,6.28,0,91.41,69.37,729,0.194866667,23.33333333,8.333333333,1.252
WWAP99-0633,0.4,0.011,79.07,0,0,0,69.39,85,0.085075785,58.53658537,78,19.52
OWW04440-0274,0.5,0.014,73.05,17.46,0,5.68,70.83,209,0.116507386,32.65306122,21.33333333,2.931
WWYP99-0661,1.7,0.039810717,56.71,2.58,0,0.75,70.89,219,0.134995989,28.20512821,43.66666667,0.5
WCAP99-1062,0.6,0.005888437,75.21,0,0,0,71.09,264,0.053835105,39.28571429,37.66666667,0.822
WWYP99-0717,1,0.001318257,6.58,0.06,0,1.13,71.39,269,0.120222222,35.48387097,44.66666667,NA
WCAP99-0606,0.3,0.022,98.15,0,0,0,72.49,119,0.046344971,36.53846154,35.66666667,0.895
WUTP99-0517,0.5,0.003,87.31,0,0,0,72.7,439,0.196541426,46.66666667,46.66666667,3.65
OWW04440-1101,0.5,0.013,67.2,0,0,0.64,72.95,169,0.070885159,44.18604651,52,41.438
WAZP99-0868,0.8,0.033884416,97.88,0,0,0,74.72,391,0.051263795,30,16.66666667,0.271
WWYP99-0610,0.4,0.004,2.81,0.28,0,0.72,75.56,553,0.113419956,35,43.33333333,1.1
WCAP99-0614,0.4,0.002884032,80.34,0,0,0,75.59,412,0.078724505,24.52830189,35,10.182
WORP99-1003,0.4,0.002884032,89,0,0,0,77.46,209,0.068891912,40.90909091,20,0.015
WORP99-0662,5.6,0.054,0.32,0,0,1.68,79.91,454,0.153943271,28.57142857,22.33333333,0.043
WWAP99-0535,0.4,0.09332543,54.23,0,0,0,80.48,14,0.100285375,39.62264151,50,612.115
WIDP99-0768,0.6,0.020417379,2.54,0.64,0,0,80.77,68,0.079062237,40.42553192,33,0.121
WWYP99-0708,0.6,0.003981072,40.89,2.36,0,2.42,81.48,653,0.062288861,29.54545455,26,1.48
WWYP99-0708,0.6,0.003981072,40.89,2.36,0,2.42,81.48,653,0.374657597,31.03448276,14.66666667,1.48
WNVP99-0576,0.3,0.003,55.81,0,0,0,81.79,438,0.130654642,40,33.66666667,5.149
WWYP99-0533,0.6,0.004,12.44,0.4,0,0,82.77,200,0.108578204,51.51515152,70.33333333,4.991
WWYP99-0582,0.4,0.005,84.48,0.64,0,0,84.52,179,0.083435794,41.46341463,51,11
WAZP99-0545,1.2,0.013,36.68,0.16,0,0,84.89,112,0.140022184,35.71428571,53,2.09
WWYP99-0516,0.4,0.004,17.25,0.22,0,0,85.21,1044,0.071777721,9.677419355,4.666666667,0.898
WCAP99-0501,0.1,0.005,32.59,0.03,0,0.04,86.09,1159,0.087234563,30.43478261,40.66666667,2.526
WMTP99-0507,0.6,0.004677351,86.67,0.04,0,0,87.35,174,0.087893526,36.84210526,44.66666667,25.222
WMTP99-0723,0.8,0.003801894,78.93,0.38,0,0,91.44,169,0.089249561,41.66666667,34.33333333,19.545
WAZP99-0653,0.3,0.007,89.04,0,0,0,94.42,433,0.127147371,14.28571429,15.66666667,0.367
WUTP99-0562,0.4,0.117489756,67.06,0.08,0,0.07,94.47,26,0.06339951,46.34146342,69.33333333,0.574
OWW04440-0435,2.1,0.011,1.25,0.6,0,27.49,95.67,506,0.064320722,20,37,8.162
WORP99-0917,0.6,0.004265795,79.48,0.53,0,0,97.35,201,0.069276953,38.46153846,26,5.027
WCOP99-0646,1.4,0.003715352,50.7,0,0,12.79,98.73,1808,0.257688889,4.347826087,0.333333333,3.346
WAZP99-0839,0.5,0.018620871,30.92,0,0,0,99.56,521,0.063572863,17.0212766,11.33333333,0.315
WCOP99-0566,1.3,0.003,78.43,0.01,0,0,102.44,883,0.295666667,23.80952381,10.66666667,0.094
WNVP99-0557,0.4,0.003,2.76,0,0,0,103.81,516,0.229044444,10.71428571,5,NA
OWW04440-0717,0.4,0.01,80.9,0,0,0.96,105.29,253,0.086169531,30.3030303,12.33333333,1.09
OWW04440-0717,0.4,0.01,80.9,0,0,0.96,105.29,253,0.111022945,36.36363636,21.66666667,1.09
WCOP99-0599,0.3,0.014,23.09,0,0,0.01,108.3,150,0.209622252,53.57142857,54,12.899
WNDP99-0713,3.5,0.003801894,0,0.02,0,79.69,108.36,2862,0.384423157,3.03030303,0.666666667,0.7
OWW04440-0513,0.9,0.022,0.52,2.28,0,10.85,108.4,348,0.094587797,2.941176471,1.333333333,0.362
OWW04440-0513,0.9,0.022,0.52,2.28,0,10.85,108.4,348,0.484157225,16.66666667,4.333333333,0.362
WWYP99-0538,0.4,0.006,9,0.2,0,0.83,108.7,486,0.134911111,24.24242424,49.33333333,2.827
WORP99-0972,1.2,0.016595869,64.21,0.44,0,0,108.94,91,0.111039476,43.90243902,57,NA
